Estado,Año,Clasificación,Data,Fuente,Observaciones
Colima,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2026,CF,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2026,CA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
