Municipio,Año,Clasificación,Data,Fuente,Observaciones
San Luis Potosi,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2024,EA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2024,CF,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2024,CA,2T2024,"Cuenta Pública Municipal, procesados por Política Colectiva",-
