Municipio,Año,Clasificación,Data,Fuente,Observaciones
Villahermosa (Centro),2020,EA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2020,EA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2020,EA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2020,EA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2020,CF,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2020,CA,4T2020,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2021,COG,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Veracruz,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Victoria,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Villahermosa (Centro),2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Xalapa,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zacatecas,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Zapopan,2021,EA,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Acapulco de Juarez,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Aguascalientes,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Apodaca,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Atizapan de Zaragoza,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Campeche,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Benito Juarez (Cancun),2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Celaya,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chihuahua,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chilpancingo de los Bravo,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Chimalhuacán,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Colima,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuautitlan Izcalli,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Cuernavaca,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Culiacan,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Durango,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ecatepec de Morelos,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
General Escobedo,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalajara,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guadalupe,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Guanajuato,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Hermosillo,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Irapuato,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Ixtapaluca,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Juarez,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
La Paz,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Leon,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Matamoros,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mazatlan,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Merida,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Mexicali,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Monterrey,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Morelia,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Naucalpan de Juarez,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Nezahualcoyotl,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Oaxaca de Juarez,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Othon P. Blanco,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Pachuca de Soto,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Puebla,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Queretaro,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Reynosa,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Saltillo,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Luis Potosi,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlaxcala,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tecamac,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tepic,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tijuana,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlajomulco de Zuniga,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tlalnepantla de Baz,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
San Pedro Tlaquepaque,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Toluca,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tonala,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Torreon,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tultitlan,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
Tuxtla Gutierrez,2021,CF,4T2021,"Cuenta Pública Municipal, procesados por Política Colectiva",-
