Municipio,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Monterrey,2022,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Monterrey,2022,COG42,Transferencias al Resto del Sector Público,44810000.00,79646068.15,x
Monterrey,2022,COG43,Subsidios y Subvenciones,5000000.00,3000000.00,x
Monterrey,2022,COG44,Ayudas Sociales,123956729.00,80301179.33,x
Monterrey,2022,COG45,Pensiones y Jubilaciones,535786549.90,485799684.40,x
Monterrey,2022,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",30000000.00,23339743.60,x
Monterrey,2022,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Monterrey,2022,COG48,Donativos,0.00,0.00,x
Monterrey,2022,COG49,Transferencias al Exterior,0.00,0.00,x
Monterrey,2022,COG05,"Bienes Muebles, Inmuebles e Intangibles",177243237.90,269614077.30,x
Monterrey,2022,COG51,Mobiliario y Equipo de Administración,34841640.10,35935855.41,x
Monterrey,2022,COG52,Mobiliario y Equipo Educacional y Recreativo,6294493.88,15566468.85,x
Monterrey,2022,COG53,Equipo e Instrumental Médico y de Laboratorio,1418727.66,2486788.44,x
Monterrey,2022,COG54,Vehículos y Equipo de Transporte,67298666.65,164799907.50,x
Monterrey,2022,COG55,Equipo de Defensa y Seguridad,14065322.18,932369.86,x
Monterrey,2022,COG56,"Maquinaria, Otros Equipos y Herramientas",27458527.25,45207967.58,x
Monterrey,2022,COG57,Activos Biológicos,0.00,0.00,x
Monterrey,2022,COG58,Bienes Inmuebles,0.00,0.00,x
Monterrey,2022,COG59,Activos Intangibles,25865860.15,4684719.66,x
Monterrey,2022,COG06,Inversión Pública,636111242.10,1379182351.00,x
Monterrey,2022,COG61,Obra Pública en Bienes de Dominio Público,604682392.90,1345159882.00,x
Monterrey,2022,COG62,Obra Pública en Bienes Propios,1057153.45,8622922.72,x
Monterrey,2022,COG63,Proyectos Productivos y Acciones de Fomento,30371695.79,25399547.03,x
Monterrey,2022,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Monterrey,2022,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Monterrey,2022,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Monterrey,2022,COG73,Compra de Títulos y Valores,0.00,0.00,x
Monterrey,2022,COG74,Concesión de Préstamos,0.00,0.00,x
Monterrey,2022,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Monterrey,2022,COG76,Otras Inversiones Financieras,0.00,0.00,x
Monterrey,2022,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
Monterrey,2022,COG08,Participaciones y Aportaciones,28277192.99,74165379.41,x
Monterrey,2022,COG81,Participaciones,0.00,0.00,x
Monterrey,2022,COG82,Aportaciones,0.00,0.00,x
Monterrey,2022,COG83,Convenios,28277192.99,74165379.41,x
Monterrey,2022,COG09,Deuda Pública,250309568.10,569194682.40,x
Monterrey,2022,COG91,Amortización de la Deuda Pública,35100801.13,304648343.60,x
Monterrey,2022,COG92,Intereses de la Deuda Pública,215208766.90,195724189.50,x
Monterrey,2022,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Monterrey,2022,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Monterrey,2022,COG95,Costo por Coberturas,0.00,0.00,x
Monterrey,2022,COG96,Apoyos Financieros,0.00,0.00,x
Monterrey,2022,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,68822149.25,x
Monterrey,2022,COGTOT,Total del Gasto,6596587846.00,7869734756.00,x
Morelia,2022,COG01,Servicios Personales,1130762905.00,1262744055.00,x
Morelia,2022,COG11,Remuneraciones al Personal  de Carácter Permanente,520100331.00,523315558.00,x
Morelia,2022,COG12,Remuneraciones al Personal  de Carácter Transitorio,56959993.62,106339759.70,x
Morelia,2022,COG13,Remuneraciones Adicionales y Especiales,121717303.30,193324361.10,x
Morelia,2022,COG14,Seguridad Social,162909352.40,129381783.40,x
Morelia,2022,COG15,Otras Prestaciones Sociales y Económicas,262209925.10,275830607.90,x
Morelia,2022,COG16,Previsiones,50000.00,0.00,x
Morelia,2022,COG17,Pago de Estímulos a Servidores Públicos,6816000.00,34551984.95,x
Morelia,2022,COG02,Materiales y Suministros,152486940.30,216962834.20,x
Morelia,2022,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",15149580.97,14833087.76,x
Morelia,2022,COG22,Alimentos y Utensilios,4411609.12,4652200.26,x
Morelia,2022,COG23,Materias Primas y Materiales de Producción y Comercialización,8620001.00,30406950.63,x
Morelia,2022,COG24,Materiales y Artículos de Construcción y Reparación,15917741.00,29917454.92,x
Morelia,2022,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1917982.00,5010048.90,x
Morelia,2022,COG26,"Combustibles, Lubricantes y Aditivos",88970000.00,104384798.80,x
Morelia,2022,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",11109308.30,18230560.65,x
Morelia,2022,COG28,Materiales y Suministros para Seguridad,0.00,24716.34,x
Morelia,2022,COG29,"Herramientas, Refacciones y Accesorios Menores",6390717.92,9503015.93,x
Morelia,2022,COG03,Servicios Generales,578775100.40,878237134.90,x
Morelia,2022,COG31,Servicios Básicos,126305351.80,138368703.10,x
Morelia,2022,COG32,Servicios de Arrendamiento,118983893.40,161485464.50,x
Morelia,2022,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",55272369.00,277273054.70,x
Morelia,2022,COG34,"Servicios Financieros, Bancarios y Comerciales",24391491.44,14198327.94,x
Morelia,2022,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",87813081.44,89527228.49,x
Morelia,2022,COG36,Servicios de Comunicación Social y Publicidad,37950000.00,46647849.26,x
Morelia,2022,COG37,Servicios de Traslados y Viáticos,7254290.32,9004103.69,x
Morelia,2022,COG38,Servicios Oficiales,29710562.06,45231289.18,x
Morelia,2022,COG39,Otros Servicios Generales,91094060.83,96501114.08,x
Morelia,2022,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",205151144.20,297339710.80,x
Morelia,2022,COG41,Transferencias Internas y Asignaciones del Sector Público,70216731.19,101842978.50,x
Morelia,2022,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Morelia,2022,COG43,Subsidios y Subvenciones,59965475.61,82968023.44,x
Morelia,2022,COG44,Ayudas Sociales,33889483.64,71897009.90,x
Morelia,2022,COG45,Pensiones y Jubilaciones,38153453.71,37645568.69,x
Morelia,2022,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Morelia,2022,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Morelia,2022,COG48,Donativos,2322000.00,2350357.64,x
Morelia,2022,COG49,Transferencias al Exterior,604000.00,635772.56,x
Morelia,2022,COG05,"Bienes Muebles, Inmuebles e Intangibles",13655351.69,51455361.25,x
Morelia,2022,COG51,Mobiliario y Equipo de Administración,8665373.75,16718860.75,x
Morelia,2022,COG52,Mobiliario y Equipo Educacional y Recreativo,2383335.94,7992391.76,x
Morelia,2022,COG53,Equipo e Instrumental Médico y de Laboratorio,199000.00,1122174.39,x
Morelia,2022,COG54,Vehículos y Equipo de Transporte,2102430.00,6011092.35,x
Morelia,2022,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Morelia,2022,COG56,"Maquinaria, Otros Equipos y Herramientas",305212.00,3363405.11,x
Morelia,2022,COG57,Activos Biológicos,0.00,0.00,x
Morelia,2022,COG58,Bienes Inmuebles,0.00,14931463.57,x
Morelia,2022,COG59,Activos Intangibles,0.00,1315973.32,x
Morelia,2022,COG06,Inversión Pública,451328734.00,380458719.60,x
Morelia,2022,COG61,Obra Pública en Bienes de Dominio Público,451328734.00,326294349.10,x
Morelia,2022,COG62,Obra Pública en Bienes Propios,0.00,54164370.51,x
Morelia,2022,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Morelia,2022,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Morelia,2022,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Morelia,2022,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Morelia,2022,COG73,Compra de Títulos y Valores,0.00,0.00,x
Morelia,2022,COG74,Concesión de Préstamos,0.00,0.00,x
Morelia,2022,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Morelia,2022,COG76,Otras Inversiones Financieras,0.00,0.00,x
Morelia,2022,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
Morelia,2022,COG08,Participaciones y Aportaciones,0.00,0.00,x
Morelia,2022,COG81,Participaciones,0.00,0.00,x
Morelia,2022,COG82,Aportaciones,0.00,0.00,x
Morelia,2022,COG83,Convenios,0.00,0.00,x
Morelia,2022,COG09,Deuda Pública,69000000.00,1083901.52,x
Morelia,2022,COG91,Amortización de la Deuda Pública,66000000.00,442285.66,x
Morelia,2022,COG92,Intereses de la Deuda Pública,0.00,0.00,x
Morelia,2022,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Morelia,2022,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Morelia,2022,COG95,Costo por Coberturas,0.00,0.00,x
Morelia,2022,COG96,Apoyos Financieros,0.00,0.00,x
Morelia,2022,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,3000000.00,641615.86,x
Morelia,2022,COGTOT,Total del Gasto,2601160176.00,3088281717.00,x
Naucalpan de Juarez,2022,COG01,Servicios Personales,2726676544.00,2450999669.00,x
Naucalpan de Juarez,2022,COG11,Remuneraciones al Personal  de Carácter Permanente,1471599564.00,1393773130.00,x
Naucalpan de Juarez,2022,COG12,Remuneraciones al Personal  de Carácter Transitorio,22837819.68,45912360.73,x
Naucalpan de Juarez,2022,COG13,Remuneraciones Adicionales y Especiales,426632709.00,428813504.40,x
Naucalpan de Juarez,2022,COG14,Seguridad Social,421133626.20,350931820.00,x
Naucalpan de Juarez,2022,COG15,Otras Prestaciones Sociales y Económicas,339101934.10,189052114.50,x
Naucalpan de Juarez,2022,COG16,Previsiones,0.00,0.00,x
Naucalpan de Juarez,2022,COG17,Pago de Estímulos a Servidores Públicos,45370891.00,42516739.80,x
Naucalpan de Juarez,2022,COG02,Materiales y Suministros,138432804.10,87846166.36,x
Naucalpan de Juarez,2022,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",14555608.20,12869073.93,x
Naucalpan de Juarez,2022,COG22,Alimentos y Utensilios,7554606.24,5601464.87,x
Naucalpan de Juarez,2022,COG23,Materias Primas y Materiales de Producción y Comercialización,60000.00,0.00,x
Naucalpan de Juarez,2022,COG24,Materiales y Artículos de Construcción y Reparación,10263609.92,1060418.89,x
Naucalpan de Juarez,2022,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1169175.41,59018.16,x
Naucalpan de Juarez,2022,COG26,"Combustibles, Lubricantes y Aditivos",68268235.69,65059411.37,x
Naucalpan de Juarez,2022,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",18973432.59,2493119.38,x
Naucalpan de Juarez,2022,COG28,Materiales y Suministros para Seguridad,5800000.00,0.00,x
Naucalpan de Juarez,2022,COG29,"Herramientas, Refacciones y Accesorios Menores",11788136.02,703659.76,x
Naucalpan de Juarez,2022,COG03,Servicios Generales,397492374.60,372856515.70,x
Naucalpan de Juarez,2022,COG31,Servicios Básicos,101811719.20,87271206.54,x
Naucalpan de Juarez,2022,COG32,Servicios de Arrendamiento,9063862.20,4260035.43,x
Naucalpan de Juarez,2022,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",51678583.68,52794179.37,x
Naucalpan de Juarez,2022,COG34,"Servicios Financieros, Bancarios y Comerciales",33797287.52,25617414.69,x
Naucalpan de Juarez,2022,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",32568078.80,4224591.79,x
Naucalpan de Juarez,2022,COG36,Servicios de Comunicación Social y Publicidad,17031475.50,18795332.30,x
Naucalpan de Juarez,2022,COG37,Servicios de Traslados y Viáticos,565750.18,117201.69,x
Naucalpan de Juarez,2022,COG38,Servicios Oficiales,17090953.05,14560670.15,x
Naucalpan de Juarez,2022,COG39,Otros Servicios Generales,133884664.40,165215883.70,x
Naucalpan de Juarez,2022,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",648217925.70,792556439.30,x
Naucalpan de Juarez,2022,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Naucalpan de Juarez,2022,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Naucalpan de Juarez,2022,COG43,Subsidios y Subvenciones,639945095.70,791832439.30,x
Naucalpan de Juarez,2022,COG44,Ayudas Sociales,8272830.00,724000.00,x
Naucalpan de Juarez,2022,COG45,Pensiones y Jubilaciones,0.00,0.00,x
Naucalpan de Juarez,2022,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Naucalpan de Juarez,2022,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Naucalpan de Juarez,2022,COG48,Donativos,0.00,0.00,x
Naucalpan de Juarez,2022,COG49,Transferencias al Exterior,0.00,0.00,x
Naucalpan de Juarez,2022,COG05,"Bienes Muebles, Inmuebles e Intangibles",4312284.54,1635791.50,x
Naucalpan de Juarez,2022,COG51,Mobiliario y Equipo de Administración,3687244.54,716651.64,x
Naucalpan de Juarez,2022,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,38749.10,x
Naucalpan de Juarez,2022,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,x
Naucalpan de Juarez,2022,COG54,Vehículos y Equipo de Transporte,253210.00,859701.00,x
Naucalpan de Juarez,2022,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Naucalpan de Juarez,2022,COG56,"Maquinaria, Otros Equipos y Herramientas",371830.00,20689.76,x
Naucalpan de Juarez,2022,COG57,Activos Biológicos,0.00,0.00,x
Naucalpan de Juarez,2022,COG58,Bienes Inmuebles,0.00,0.00,x
Naucalpan de Juarez,2022,COG59,Activos Intangibles,0.00,0.00,x
Naucalpan de Juarez,2022,COG06,Inversión Pública,185375350.00,136876927.80,x
Naucalpan de Juarez,2022,COG61,Obra Pública en Bienes de Dominio Público,185375350.00,113620001.60,x
Naucalpan de Juarez,2022,COG62,Obra Pública en Bienes Propios,0.00,23256926.19,x
Naucalpan de Juarez,2022,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Naucalpan de Juarez,2022,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Naucalpan de Juarez,2022,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Naucalpan de Juarez,2022,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Naucalpan de Juarez,2022,COG73,Compra de Títulos y Valores,0.00,0.00,x
Naucalpan de Juarez,2022,COG74,Concesión de Préstamos,0.00,0.00,x
Naucalpan de Juarez,2022,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Naucalpan de Juarez,2022,COG76,Otras Inversiones Financieras,0.00,0.00,x
Naucalpan de Juarez,2022,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
Naucalpan de Juarez,2022,COG08,Participaciones y Aportaciones,0.00,0.00,x
Naucalpan de Juarez,2022,COG81,Participaciones,0.00,0.00,x
Naucalpan de Juarez,2022,COG82,Aportaciones,0.00,0.00,x
Naucalpan de Juarez,2022,COG83,Convenios,0.00,0.00,x
Naucalpan de Juarez,2022,COG09,Deuda Pública,230327608.20,917084097.50,x
Naucalpan de Juarez,2022,COG91,Amortización de la Deuda Pública,70000000.00,70995944.01,x
Naucalpan de Juarez,2022,COG92,Intereses de la Deuda Pública,52056735.91,46605910.88,x
Naucalpan de Juarez,2022,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Naucalpan de Juarez,2022,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Naucalpan de Juarez,2022,COG95,Costo por Coberturas,0.00,0.00,x
Naucalpan de Juarez,2022,COG96,Apoyos Financieros,0.00,0.00,x
Naucalpan de Juarez,2022,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,108270872.30,799482242.70,x
Naucalpan de Juarez,2022,COGTOT,Total del Gasto,4330834891.00,4759855607.00,x
Nezahualcoyotl,2022,COG01,Servicios Personales,1468375335.00,1416042808.00,x
Nezahualcoyotl,2022,COG11,Remuneraciones al Personal  de Carácter Permanente,789733983.30,757540232.90,x
Nezahualcoyotl,2022,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,0.00,x
Nezahualcoyotl,2022,COG13,Remuneraciones Adicionales y Especiales,252740265.20,243268784.40,x
Nezahualcoyotl,2022,COG14,Seguridad Social,250601956.70,235957987.20,x
Nezahualcoyotl,2022,COG15,Otras Prestaciones Sociales y Económicas,165299130.00,165445440.70,x
Nezahualcoyotl,2022,COG16,Previsiones,0.00,0.00,x
Nezahualcoyotl,2022,COG17,Pago de Estímulos a Servidores Públicos,10000000.00,13830362.62,x
Nezahualcoyotl,2022,COG02,Materiales y Suministros,314147828.70,247066569.60,x
Nezahualcoyotl,2022,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",29316240.88,27429550.05,x
Nezahualcoyotl,2022,COG22,Alimentos y Utensilios,1496753.51,1443910.09,x
Nezahualcoyotl,2022,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,x
Nezahualcoyotl,2022,COG24,Materiales y Artículos de Construcción y Reparación,24403589.58,2572939.37,x
Nezahualcoyotl,2022,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",13130740.00,6664769.83,x
Nezahualcoyotl,2022,COG26,"Combustibles, Lubricantes y Aditivos",175330000.00,160750420.90,x
Nezahualcoyotl,2022,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",41686234.66,29040094.28,x
Nezahualcoyotl,2022,COG28,Materiales y Suministros para Seguridad,3728624.38,1338352.74,x
Nezahualcoyotl,2022,COG29,"Herramientas, Refacciones y Accesorios Menores",25055645.66,17826532.36,x
Nezahualcoyotl,2022,COG03,Servicios Generales,525584892.40,450454637.90,x
Nezahualcoyotl,2022,COG31,Servicios Básicos,141760683.00,134346103.00,x
Nezahualcoyotl,2022,COG32,Servicios de Arrendamiento,104383073.80,93498438.73,x
Nezahualcoyotl,2022,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",40798722.78,26514104.48,x
Nezahualcoyotl,2022,COG34,"Servicios Financieros, Bancarios y Comerciales",16752173.18,19838754.95,x
Nezahualcoyotl,2022,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",43593761.60,43552334.94,x
Nezahualcoyotl,2022,COG36,Servicios de Comunicación Social y Publicidad,52460000.00,38034737.60,x
Nezahualcoyotl,2022,COG37,Servicios de Traslados y Viáticos,1498425.60,1259582.42,x
Nezahualcoyotl,2022,COG38,Servicios Oficiales,79590507.82,54706122.87,x
Nezahualcoyotl,2022,COG39,Otros Servicios Generales,44747544.69,38704458.91,x
Nezahualcoyotl,2022,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",1016196199.00,1508970149.00,x
Nezahualcoyotl,2022,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Nezahualcoyotl,2022,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Nezahualcoyotl,2022,COG43,Subsidios y Subvenciones,832764019.30,1349489949.00,x
Nezahualcoyotl,2022,COG44,Ayudas Sociales,183432180.00,159480200.60,x
Nezahualcoyotl,2022,COG45,Pensiones y Jubilaciones,0.00,0.00,x
Nezahualcoyotl,2022,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Nezahualcoyotl,2022,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Nezahualcoyotl,2022,COG48,Donativos,0.00,0.00,x
Nezahualcoyotl,2022,COG49,Transferencias al Exterior,0.00,0.00,x
Nezahualcoyotl,2022,COG05,"Bienes Muebles, Inmuebles e Intangibles",34466646.00,77656431.93,x
Nezahualcoyotl,2022,COG51,Mobiliario y Equipo de Administración,20410000.00,12952820.26,x
Nezahualcoyotl,2022,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,243269.98,x
Nezahualcoyotl,2022,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,656895.47,x
Nezahualcoyotl,2022,COG54,Vehículos y Equipo de Transporte,14011000.00,21097130.98,x
Nezahualcoyotl,2022,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Nezahualcoyotl,2022,COG56,"Maquinaria, Otros Equipos y Herramientas",45646.00,42706315.24,x
Nezahualcoyotl,2022,COG57,Activos Biológicos,0.00,0.00,x
Nezahualcoyotl,2022,COG58,Bienes Inmuebles,0.00,0.00,x
Nezahualcoyotl,2022,COG59,Activos Intangibles,0.00,0.00,x
Nezahualcoyotl,2022,COG06,Inversión Pública,428137842.20,344381649.20,x
Nezahualcoyotl,2022,COG61,Obra Pública en Bienes de Dominio Público,428137842.20,344381649.20,x
Nezahualcoyotl,2022,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
Nezahualcoyotl,2022,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Nezahualcoyotl,2022,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Nezahualcoyotl,2022,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Nezahualcoyotl,2022,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Nezahualcoyotl,2022,COG73,Compra de Títulos y Valores,0.00,0.00,x
Nezahualcoyotl,2022,COG74,Concesión de Préstamos,0.00,0.00,x
Nezahualcoyotl,2022,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Nezahualcoyotl,2022,COG76,Otras Inversiones Financieras,0.00,0.00,x
Nezahualcoyotl,2022,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
Nezahualcoyotl,2022,COG08,Participaciones y Aportaciones,0.00,0.00,x
Nezahualcoyotl,2022,COG81,Participaciones,0.00,0.00,x
Nezahualcoyotl,2022,COG82,Aportaciones,0.00,0.00,x
Nezahualcoyotl,2022,COG83,Convenios,0.00,0.00,x
Nezahualcoyotl,2022,COG09,Deuda Pública,384516582.30,197632662.70,x
Nezahualcoyotl,2022,COG91,Amortización de la Deuda Pública,4022071.29,5736350.25,x
Nezahualcoyotl,2022,COG92,Intereses de la Deuda Pública,19571913.73,23956469.88,x
Nezahualcoyotl,2022,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Nezahualcoyotl,2022,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Nezahualcoyotl,2022,COG95,Costo por Coberturas,0.00,0.00,x
Nezahualcoyotl,2022,COG96,Apoyos Financieros,0.00,0.00,x
Nezahualcoyotl,2022,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,360922597.30,167939842.50,x
Nezahualcoyotl,2022,COGTOT,Total del Gasto,4171425326.00,4242204908.00,x
Oaxaca de Juarez,2022,COG01,Servicios Personales,804488807.00,1187113675.00,x
Oaxaca de Juarez,2022,COG11,Remuneraciones al Personal  de Carácter Permanente,268884659.80,354542909.60,x
Oaxaca de Juarez,2022,COG12,Remuneraciones al Personal  de Carácter Transitorio,28175717.33,68100461.78,x
Oaxaca de Juarez,2022,COG13,Remuneraciones Adicionales y Especiales,260582059.10,404025282.80,x
Oaxaca de Juarez,2022,COG14,Seguridad Social,87543526.39,122468045.20,x
Oaxaca de Juarez,2022,COG15,Otras Prestaciones Sociales y Económicas,151888314.50,227798933.80,x
Oaxaca de Juarez,2022,COG16,Previsiones,0.00,0.00,x
Oaxaca de Juarez,2022,COG17,Pago de Estímulos a Servidores Públicos,7414529.97,10178041.61,x
Oaxaca de Juarez,2022,COG02,Materiales y Suministros,93629978.68,129770352.60,x
Oaxaca de Juarez,2022,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",5522045.58,11485396.16,x
Oaxaca de Juarez,2022,COG22,Alimentos y Utensilios,1126910.84,4842326.76,x
Oaxaca de Juarez,2022,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,x
Oaxaca de Juarez,2022,COG24,Materiales y Artículos de Construcción y Reparación,2355653.35,23572767.03,x
Oaxaca de Juarez,2022,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2362788.97,2645972.97,x
Oaxaca de Juarez,2022,COG26,"Combustibles, Lubricantes y Aditivos",54308629.91,54237225.33,x
Oaxaca de Juarez,2022,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",24671601.63,22037370.72,x
Oaxaca de Juarez,2022,COG28,Materiales y Suministros para Seguridad,377758.42,135646.14,x
Oaxaca de Juarez,2022,COG29,"Herramientas, Refacciones y Accesorios Menores",2904589.98,10813647.51,x
Oaxaca de Juarez,2022,COG03,Servicios Generales,202694815.70,245060980.00,x
Oaxaca de Juarez,2022,COG31,Servicios Básicos,67513478.70,54883268.42,x
Oaxaca de Juarez,2022,COG32,Servicios de Arrendamiento,46824162.42,59350929.22,x
Oaxaca de Juarez,2022,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",23712998.37,11331092.75,x
Oaxaca de Juarez,2022,COG34,"Servicios Financieros, Bancarios y Comerciales",9268114.89,46067488.35,x
Oaxaca de Juarez,2022,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",20571077.76,16002192.60,x
Oaxaca de Juarez,2022,COG36,Servicios de Comunicación Social y Publicidad,2252417.00,2799323.29,x
Oaxaca de Juarez,2022,COG37,Servicios de Traslados y Viáticos,1589920.11,151419.34,x
Oaxaca de Juarez,2022,COG38,Servicios Oficiales,3538293.41,5075862.68,x
Oaxaca de Juarez,2022,COG39,Otros Servicios Generales,27424352.99,48029403.70,x
Oaxaca de Juarez,2022,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",40854239.45,39481124.33,x
Oaxaca de Juarez,2022,COG41,Transferencias Internas y Asignaciones del Sector Público,10275442.98,10171264.70,x
Oaxaca de Juarez,2022,COG42,Transferencias al Resto del Sector Público,0.00,2044781.77,x
Oaxaca de Juarez,2022,COG43,Subsidios y Subvenciones,0.00,0.00,x
Oaxaca de Juarez,2022,COG44,Ayudas Sociales,10128796.47,6005893.83,x
Oaxaca de Juarez,2022,COG45,Pensiones y Jubilaciones,20000000.00,21042234.73,x
Oaxaca de Juarez,2022,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Oaxaca de Juarez,2022,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Oaxaca de Juarez,2022,COG48,Donativos,0.00,0.00,x
Oaxaca de Juarez,2022,COG49,Transferencias al Exterior,450000.00,216949.30,x
Oaxaca de Juarez,2022,COG05,"Bienes Muebles, Inmuebles e Intangibles",18777851.30,16997126.49,x
Oaxaca de Juarez,2022,COG51,Mobiliario y Equipo de Administración,2027851.30,5309440.34,x
Oaxaca de Juarez,2022,COG52,Mobiliario y Equipo Educacional y Recreativo,600000.00,947069.32,x
Oaxaca de Juarez,2022,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,38339.92,x
Oaxaca de Juarez,2022,COG54,Vehículos y Equipo de Transporte,2000000.00,7266540.00,x
Oaxaca de Juarez,2022,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Oaxaca de Juarez,2022,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,3319046.91,x
Oaxaca de Juarez,2022,COG57,Activos Biológicos,150000.00,39200.00,x
Oaxaca de Juarez,2022,COG58,Bienes Inmuebles,0.00,0.00,x
