Municipio,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Guanajuato,2021,COG58,Bienes Inmuebles,0.00,396103.50,x
Guanajuato,2021,COG59,Activos Intangibles,0.00,338549.68,x
Guanajuato,2021,COG06,Inversión Pública,46107895.00,149521683.00,x
Guanajuato,2021,COG61,Obra Pública en Bienes de Dominio Público,45557895.00,145558129.00,x
Guanajuato,2021,COG62,Obra Pública en Bienes Propios,550000.00,3963553.95,x
Guanajuato,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Guanajuato,2021,COG07,Inversiones Financieras y Otras Provisiones,1500000.00,0.00,x
Guanajuato,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Guanajuato,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Guanajuato,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Guanajuato,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Guanajuato,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Guanajuato,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Guanajuato,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,1500000.00,0.00,x
Guanajuato,2021,COG08,Participaciones y Aportaciones,9498256.00,2736871.03,x
Guanajuato,2021,COG81,Participaciones,0.00,0.00,x
Guanajuato,2021,COG82,Aportaciones,0.00,0.00,x
Guanajuato,2021,COG83,Convenios,9498256.00,2736871.03,x
Guanajuato,2021,COG09,Deuda Pública,4015516.00,3734571.62,x
Guanajuato,2021,COG91,Amortización de la Deuda Pública,3065881.00,3065880.79,x
Guanajuato,2021,COG92,Intereses de la Deuda Pública,949635.00,668690.83,x
Guanajuato,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Guanajuato,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Guanajuato,2021,COG95,Costo por Coberturas,0.00,0.00,x
Guanajuato,2021,COG96,Apoyos Financieros,0.00,0.00,x
Guanajuato,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
Guanajuato,2021,COGTOT,Total del Gasto,644098555.00,806128299.60,x
Hermosillo,2021,COG01,Servicios Personales,1544626413.00,1399824313.00,x
Hermosillo,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,995724055.00,504984856.00,x
Hermosillo,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,55149917.00,51283940.00,x
Hermosillo,2021,COG13,Remuneraciones Adicionales y Especiales,108111480.00,280124238.00,x
Hermosillo,2021,COG14,Seguridad Social,285692125.00,273441438.00,x
Hermosillo,2021,COG15,Otras Prestaciones Sociales y Económicas,90000.00,143321056.00,x
Hermosillo,2021,COG16,Previsiones,86927636.00,0.00,x
Hermosillo,2021,COG17,Pago de Estímulos a Servidores Públicos,12931200.00,146668785.00,x
Hermosillo,2021,COG02,Materiales y Suministros,134028993.00,170551282.00,x
Hermosillo,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",8490255.00,4897317.00,x
Hermosillo,2021,COG22,Alimentos y Utensilios,8560217.00,7844131.00,x
Hermosillo,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,x
Hermosillo,2021,COG24,Materiales y Artículos de Construcción y Reparación,4365036.00,25234753.00,x
Hermosillo,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",4450890.00,2382039.00,x
Hermosillo,2021,COG26,"Combustibles, Lubricantes y Aditivos",98551761.00,117518137.00,x
Hermosillo,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",6596164.00,9053729.00,x
Hermosillo,2021,COG28,Materiales y Suministros para Seguridad,0.00,0.00,x
Hermosillo,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",3014670.00,3621176.00,x
Hermosillo,2021,COG03,Servicios Generales,376644996.00,618515174.00,x
Hermosillo,2021,COG31,Servicios Básicos,71079011.00,105868551.00,x
Hermosillo,2021,COG32,Servicios de Arrendamiento,43248847.00,75777247.00,x
Hermosillo,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",48246718.00,66174850.00,x
Hermosillo,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",39628473.00,49650183.00,x
Hermosillo,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",79309255.00,83819340.00,x
Hermosillo,2021,COG36,Servicios de Comunicación Social y Publicidad,14426902.00,19721953.00,x
Hermosillo,2021,COG37,Servicios de Traslados y Viáticos,6561535.00,1743091.00,x
Hermosillo,2021,COG38,Servicios Oficiales,12490892.00,3214900.00,x
Hermosillo,2021,COG39,Otros Servicios Generales,61653363.00,212545059.00,x
Hermosillo,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",397277342.00,545079148.00,x
Hermosillo,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,181277619.00,247153024.00,x
Hermosillo,2021,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Hermosillo,2021,COG43,Subsidios y Subvenciones,313602.00,0.00,x
Hermosillo,2021,COG44,Ayudas Sociales,110818185.00,124105605.00,x
Hermosillo,2021,COG45,Pensiones y Jubilaciones,104867936.00,173820519.00,x
Hermosillo,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Hermosillo,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Hermosillo,2021,COG48,Donativos,0.00,0.00,x
Hermosillo,2021,COG49,Transferencias al Exterior,0.00,0.00,x
Hermosillo,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",18710102.00,83970779.00,x
Hermosillo,2021,COG51,Mobiliario y Equipo de Administración,2743021.00,1375039.00,x
Hermosillo,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,66.00,58383.00,x
Hermosillo,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,73000.00,9628.00,x
Hermosillo,2021,COG54,Vehículos y Equipo de Transporte,8400001.00,21128709.00,x
Hermosillo,2021,COG55,Equipo de Defensa y Seguridad,5000.00,0.00,x
Hermosillo,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",5359012.00,35748012.00,x
Hermosillo,2021,COG57,Activos Biológicos,0.00,0.00,x
Hermosillo,2021,COG58,Bienes Inmuebles,2.00,23249498.00,x
Hermosillo,2021,COG59,Activos Intangibles,2130000.00,2401510.00,x
Hermosillo,2021,COG06,Inversión Pública,236084260.00,199033663.00,x
Hermosillo,2021,COG61,Obra Pública en Bienes de Dominio Público,236084260.00,199033663.00,x
Hermosillo,2021,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
Hermosillo,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Hermosillo,2021,COG07,Inversiones Financieras y Otras Provisiones,10168923.00,0.00,x
Hermosillo,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Hermosillo,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Hermosillo,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Hermosillo,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Hermosillo,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Hermosillo,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Hermosillo,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,10168923.00,0.00,x
Hermosillo,2021,COG08,Participaciones y Aportaciones,0.00,0.00,x
Hermosillo,2021,COG81,Participaciones,0.00,0.00,x
Hermosillo,2021,COG82,Aportaciones,0.00,0.00,x
Hermosillo,2021,COG83,Convenios,0.00,0.00,x
Hermosillo,2021,COG09,Deuda Pública,417909224.00,1704212155.00,x
Hermosillo,2021,COG91,Amortización de la Deuda Pública,224852076.00,1524035874.00,x
Hermosillo,2021,COG92,Intereses de la Deuda Pública,134868269.00,124009144.00,x
Hermosillo,2021,COG93,Comisiones de la Deuda Pública,1.00,16916695.00,x
Hermosillo,2021,COG94,Gastos de la Deuda Pública,0.00,25751952.00,x
Hermosillo,2021,COG95,Costo por Coberturas,0.00,0.00,x
Hermosillo,2021,COG96,Apoyos Financieros,0.00,0.00,x
Hermosillo,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,58188878.00,13498490.00,x
Hermosillo,2021,COGTOT,Total del Gasto,3135450253.00,4721186514.00,x
Irapuato,2021,COG01,Servicios Personales,749904903.40,770601558.00,x
Irapuato,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,214834900.20,220034345.50,x
Irapuato,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,26134425.91,28307673.45,x
Irapuato,2021,COG13,Remuneraciones Adicionales y Especiales,61676658.60,41216639.24,x
Irapuato,2021,COG14,Seguridad Social,119806283.70,112299715.00,x
Irapuato,2021,COG15,Otras Prestaciones Sociales y Económicas,327452635.10,368743184.90,x
Irapuato,2021,COG16,Previsiones,0.00,0.00,x
Irapuato,2021,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,x
Irapuato,2021,COG02,Materiales y Suministros,93581919.74,111063366.20,x
Irapuato,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",6806202.57,5493146.42,x
Irapuato,2021,COG22,Alimentos y Utensilios,4027403.85,4466770.64,x
Irapuato,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,34400.15,66269.99,x
Irapuato,2021,COG24,Materiales y Artículos de Construcción y Reparación,27045659.87,35275748.92,x
Irapuato,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2769045.55,2163877.43,x
Irapuato,2021,COG26,"Combustibles, Lubricantes y Aditivos",40022887.49,53275517.32,x
Irapuato,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",11132888.35,8830250.29,x
Irapuato,2021,COG28,Materiales y Suministros para Seguridad,100000.00,136989.37,x
Irapuato,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",1643431.91,1354795.83,x
Irapuato,2021,COG03,Servicios Generales,352632205.40,359295560.20,x
Irapuato,2021,COG31,Servicios Básicos,76957636.70,73041877.83,x
Irapuato,2021,COG32,Servicios de Arrendamiento,24056024.56,23170510.61,x
Irapuato,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",34174277.40,34326382.91,x
Irapuato,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",15445891.57,9554073.12,x
Irapuato,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",143629807.10,152145533.10,x
Irapuato,2021,COG36,Servicios de Comunicación Social y Publicidad,27423462.43,23880248.55,x
Irapuato,2021,COG37,Servicios de Traslados y Viáticos,716208.24,184048.50,x
Irapuato,2021,COG38,Servicios Oficiales,8964142.36,10759698.43,x
Irapuato,2021,COG39,Otros Servicios Generales,21264755.09,32233187.12,x
Irapuato,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",216603032.60,211730481.60,x
Irapuato,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,134089956.60,114050761.60,x
Irapuato,2021,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Irapuato,2021,COG43,Subsidios y Subvenciones,600000.00,17429604.00,x
Irapuato,2021,COG44,Ayudas Sociales,76735765.69,75466129.73,x
Irapuato,2021,COG45,Pensiones y Jubilaciones,5177310.22,4783986.30,x
Irapuato,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Irapuato,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Irapuato,2021,COG48,Donativos,0.00,0.00,x
Irapuato,2021,COG49,Transferencias al Exterior,0.00,0.00,x
Irapuato,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",16254021.32,29809194.52,x
Irapuato,2021,COG51,Mobiliario y Equipo de Administración,7046081.32,11485847.09,x
Irapuato,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,45000.00,926023.93,x
Irapuato,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,168640.00,284176.70,x
Irapuato,2021,COG54,Vehículos y Equipo de Transporte,2370000.00,2900398.13,x
Irapuato,2021,COG55,Equipo de Defensa y Seguridad,50000.00,35012.74,x
Irapuato,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",5940800.00,10322264.13,x
Irapuato,2021,COG57,Activos Biológicos,0.00,0.00,x
Irapuato,2021,COG58,Bienes Inmuebles,0.00,0.00,x
Irapuato,2021,COG59,Activos Intangibles,633500.00,3855471.80,x
Irapuato,2021,COG06,Inversión Pública,163715601.70,489412331.20,x
Irapuato,2021,COG61,Obra Pública en Bienes de Dominio Público,128543235.50,426899090.10,x
Irapuato,2021,COG62,Obra Pública en Bienes Propios,35172366.28,62513241.03,x
Irapuato,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Irapuato,2021,COG07,Inversiones Financieras y Otras Provisiones,27278315.19,0.00,x
Irapuato,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Irapuato,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Irapuato,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Irapuato,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Irapuato,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Irapuato,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Irapuato,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,27278315.19,0.00,x
Irapuato,2021,COG08,Participaciones y Aportaciones,0.00,0.00,x
Irapuato,2021,COG81,Participaciones,0.00,0.00,x
Irapuato,2021,COG82,Aportaciones,0.00,0.00,x
Irapuato,2021,COG83,Convenios,0.00,0.00,x
Irapuato,2021,COG09,Deuda Pública,72704000.00,140844808.70,x
Irapuato,2021,COG91,Amortización de la Deuda Pública,53704000.00,123817040.20,x
Irapuato,2021,COG92,Intereses de la Deuda Pública,19000000.00,17027768.45,x
Irapuato,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Irapuato,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Irapuato,2021,COG95,Costo por Coberturas,0.00,0.00,x
Irapuato,2021,COG96,Apoyos Financieros,0.00,0.00,x
Irapuato,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
Irapuato,2021,COGTOT,Total del Gasto,1692673999.00,2112757300.00,x
Juarez,2021,COG01,Servicios Personales,2166044010.00,2129243429.00,x
Juarez,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,1258884049.00,1281228311.00,x
Juarez,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,82175454.00,87495426.00,x
Juarez,2021,COG13,Remuneraciones Adicionales y Especiales,99331897.00,97578895.00,x
Juarez,2021,COG14,Seguridad Social,205928296.00,209355478.00,x
Juarez,2021,COG15,Otras Prestaciones Sociales y Económicas,363809936.00,372652862.00,x
Juarez,2021,COG16,Previsiones,111214378.00,0.00,x
Juarez,2021,COG17,Pago de Estímulos a Servidores Públicos,44700000.00,80932457.00,x
Juarez,2021,COG02,Materiales y Suministros,420290800.00,450800707.00,x
Juarez,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",10181425.00,4519643.00,x
Juarez,2021,COG22,Alimentos y Utensilios,8660280.00,15074030.00,x
Juarez,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,4726178.00,4092723.00,x
Juarez,2021,COG24,Materiales y Artículos de Construcción y Reparación,7833085.00,130385564.00,x
Juarez,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2506895.00,4228399.00,x
Juarez,2021,COG26,"Combustibles, Lubricantes y Aditivos",110740625.00,81541031.00,x
Juarez,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",30496229.00,30549946.00,x
Juarez,2021,COG28,Materiales y Suministros para Seguridad,155000.00,0.00,x
Juarez,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",244991083.00,180409371.00,x
Juarez,2021,COG03,Servicios Generales,1083727690.00,1082043429.00,x
Juarez,2021,COG31,Servicios Básicos,225821199.00,247465818.00,x
Juarez,2021,COG32,Servicios de Arrendamiento,215777130.00,205831550.00,x
Juarez,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",27373329.00,26276348.00,x
Juarez,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",55871930.00,63398240.00,x
Juarez,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",418133015.00,380762210.00,x
Juarez,2021,COG36,Servicios de Comunicación Social y Publicidad,104249609.00,105565405.00,x
Juarez,2021,COG37,Servicios de Traslados y Viáticos,6343160.00,1750404.00,x
Juarez,2021,COG38,Servicios Oficiales,29233723.00,50261138.00,x
Juarez,2021,COG39,Otros Servicios Generales,924595.00,732316.00,x
Juarez,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",941372778.00,925601225.00,x
Juarez,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,211358148.00,209820499.00,x
Juarez,2021,COG42,Transferencias al Resto del Sector Público,50055611.00,75008754.00,x
Juarez,2021,COG43,Subsidios y Subvenciones,1039550.00,1880378.00,x
Juarez,2021,COG44,Ayudas Sociales,122575389.00,82339145.00,x
Juarez,2021,COG45,Pensiones y Jubilaciones,556344080.00,556552449.00,x
Juarez,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Juarez,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Juarez,2021,COG48,Donativos,0.00,0.00,x
Juarez,2021,COG49,Transferencias al Exterior,0.00,0.00,x
Juarez,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",69864379.00,192582969.00,x
Juarez,2021,COG51,Mobiliario y Equipo de Administración,15360000.00,71420885.00,x
Juarez,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,750000.00,5335941.00,x
Juarez,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,23770000.00,44516162.00,x
Juarez,2021,COG54,Vehículos y Equipo de Transporte,4861000.00,6106445.00,x
Juarez,2021,COG55,Equipo de Defensa y Seguridad,16600000.00,13914859.00,x
Juarez,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",8523379.00,51288677.00,x
Juarez,2021,COG57,Activos Biológicos,0.00,0.00,x
Juarez,2021,COG58,Bienes Inmuebles,0.00,0.00,x
Juarez,2021,COG59,Activos Intangibles,0.00,0.00,x
Juarez,2021,COG06,Inversión Pública,746400000.00,863643670.00,x
Juarez,2021,COG61,Obra Pública en Bienes de Dominio Público,746400000.00,863643670.00,x
Juarez,2021,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
Juarez,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Juarez,2021,COG07,Inversiones Financieras y Otras Provisiones,40000000.00,0.00,x
Juarez,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Juarez,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Juarez,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Juarez,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Juarez,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Juarez,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Juarez,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,40000000.00,0.00,x
Juarez,2021,COG08,Participaciones y Aportaciones,0.00,0.00,x
Juarez,2021,COG81,Participaciones,0.00,0.00,x
Juarez,2021,COG82,Aportaciones,0.00,0.00,x
Juarez,2021,COG83,Convenios,0.00,0.00,x
Juarez,2021,COG09,Deuda Pública,41000000.00,484784.24,x
Juarez,2021,COG91,Amortización de la Deuda Pública,39000000.00,0.00,x
Juarez,2021,COG92,Intereses de la Deuda Pública,2000000.00,484784.24,x
Juarez,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Juarez,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Juarez,2021,COG95,Costo por Coberturas,0.00,0.00,x
Juarez,2021,COG96,Apoyos Financieros,0.00,0.00,x
Juarez,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
Juarez,2021,COGTOT,Total del Gasto,5508699657.00,5644400213.00,x
La Paz,2021,COG01,Servicios Personales,850627999.90,927961986.60,x
La Paz,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,364991143.50,382174748.30,x
La Paz,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,0.00,x
La Paz,2021,COG13,Remuneraciones Adicionales y Especiales,216367741.70,249929797.00,x
La Paz,2021,COG14,Seguridad Social,81139736.41,83101141.84,x
La Paz,2021,COG15,Otras Prestaciones Sociales y Económicas,188129378.30,201730358.10,x
La Paz,2021,COG16,Previsiones,0.00,0.00,x
La Paz,2021,COG17,Pago de Estímulos a Servidores Públicos,0.00,11025941.32,x
La Paz,2021,COG02,Materiales y Suministros,165032938.30,90132291.89,x
La Paz,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",73638556.88,8754658.30,x
La Paz,2021,COG22,Alimentos y Utensilios,14533693.42,3317151.84,x
La Paz,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,325727.76,517360.00,x
La Paz,2021,COG24,Materiales y Artículos de Construcción y Reparación,9214744.04,10422082.49,x
La Paz,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1226535.59,387854.69,x
La Paz,2021,COG26,"Combustibles, Lubricantes y Aditivos",45973234.20,54169688.02,x
La Paz,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",3526832.07,348883.03,x
La Paz,2021,COG28,Materiales y Suministros para Seguridad,0.00,0.00,x
La Paz,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",16593614.34,12214613.52,x
La Paz,2021,COG03,Servicios Generales,219603940.90,151125314.30,x
La Paz,2021,COG31,Servicios Básicos,89994176.52,91232563.56,x
La Paz,2021,COG32,Servicios de Arrendamiento,8015708.30,15993636.71,x
La Paz,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",77833684.98,7396659.33,x
La Paz,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",2771473.66,7268234.12,x
La Paz,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",7449490.09,4238721.27,x
La Paz,2021,COG36,Servicios de Comunicación Social y Publicidad,1220254.67,2806922.20,x
La Paz,2021,COG37,Servicios de Traslados y Viáticos,3837250.83,934394.65,x
La Paz,2021,COG38,Servicios Oficiales,3320325.38,1446275.55,x
La Paz,2021,COG39,Otros Servicios Generales,25161576.48,19807906.94,x
La Paz,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",25944896.88,18002285.60,x
La Paz,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
La Paz,2021,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
La Paz,2021,COG43,Subsidios y Subvenciones,0.00,0.00,x
La Paz,2021,COG44,Ayudas Sociales,25944896.88,18002285.60,x
La Paz,2021,COG45,Pensiones y Jubilaciones,0.00,0.00,x
La Paz,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
La Paz,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
La Paz,2021,COG48,Donativos,0.00,0.00,x
La Paz,2021,COG49,Transferencias al Exterior,0.00,0.00,x
La Paz,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",60697559.50,18615691.39,x
La Paz,2021,COG51,Mobiliario y Equipo de Administración,9744701.28,1438076.33,x
La Paz,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,155224.88,0.00,x
La Paz,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,x
La Paz,2021,COG54,Vehículos y Equipo de Transporte,50000000.08,16219049.70,x
La Paz,2021,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
La Paz,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",617633.26,820177.36,x
La Paz,2021,COG57,Activos Biológicos,0.00,0.00,x
La Paz,2021,COG58,Bienes Inmuebles,0.00,0.00,x
La Paz,2021,COG59,Activos Intangibles,180000.00,138388.00,x
La Paz,2021,COG06,Inversión Pública,152469473.00,85582206.77,x
La Paz,2021,COG61,Obra Pública en Bienes de Dominio Público,152469473.00,68480279.12,x
La Paz,2021,COG62,Obra Pública en Bienes Propios,0.00,17101927.65,x
La Paz,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
La Paz,2021,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
La Paz,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
La Paz,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
La Paz,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
La Paz,2021,COG74,Concesión de Préstamos,0.00,0.00,x
La Paz,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
La Paz,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
La Paz,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
La Paz,2021,COG08,Participaciones y Aportaciones,30000000.00,40303294.00,x
La Paz,2021,COG81,Participaciones,0.00,0.00,x
La Paz,2021,COG82,Aportaciones,0.00,0.00,x
La Paz,2021,COG83,Convenios,30000000.00,40303294.00,x
La Paz,2021,COG09,Deuda Pública,99247673.78,63113971.58,x
La Paz,2021,COG91,Amortización de la Deuda Pública,79192972.12,41537455.52,x
La Paz,2021,COG92,Intereses de la Deuda Pública,20054701.66,21576516.06,x
La Paz,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
La Paz,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
La Paz,2021,COG95,Costo por Coberturas,0.00,0.00,x
La Paz,2021,COG96,Apoyos Financieros,0.00,0.00,x
La Paz,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
La Paz,2021,COGTOT,Total del Gasto,1603624482.00,1394837042.00,x
Leon,2021,COG01,Servicios Personales,2520143130.00,2614965736.00,x
Leon,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,1023487745.00,1157876951.00,x
Leon,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,23000000.00,27628083.00,x
Leon,2021,COG13,Remuneraciones Adicionales y Especiales,267210559.00,301315639.00,x
Leon,2021,COG14,Seguridad Social,490812010.00,427337314.00,x
Leon,2021,COG15,Otras Prestaciones Sociales y Económicas,715632816.00,700807749.00,x
Leon,2021,COG16,Previsiones,0.00,0.00,x
Leon,2021,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,x
Leon,2021,COG02,Materiales y Suministros,356760676.00,324127926.00,x
Leon,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",24024078.00,12513495.00,x
Leon,2021,COG22,Alimentos y Utensilios,18329933.00,15673682.00,x
Leon,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,697090.00,1112297.00,x
Leon,2021,COG24,Materiales y Artículos de Construcción y Reparación,23394501.00,27216811.00,x
Leon,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",9699209.00,8214423.00,x
Leon,2021,COG26,"Combustibles, Lubricantes y Aditivos",172053684.00,180734781.00,x
Leon,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",31849691.00,18979505.00,x
Leon,2021,COG28,Materiales y Suministros para Seguridad,2250000.00,3031007.00,x
